t,u1,u2,u3,u4,u5,u6,u_norm,e1,e2,e3,e4,e5,e6,e_norm,q1,q2,q3,q4,q5,q6
4.266666666666666607e+00,1.802969553896497101e-01,-3.833701191180028528e-02,4.090024027663920203e-02,-1.202491291765199651e-03,-4.775569621235885016e-04,1.802993178116747142e-01,2.610729137790893106e-01,-5.533594765387395142e-03,-8.279569019272070562e-03,8.398458915972462080e-03,-6.859933370324533541e-04,-4.325678802263865919e-06,-5.533470867116641045e-03,1.417024882431034034e-02,-1.138325040736314797e+00,-6.242708954688147571e-02,-1.984356176934948257e+00,4.780727274058018672e-01,1.576579146296048783e+00,4.261129100931375646e-01
4.280000000000000249e+00,1.850658189078375759e-01,-3.998241885111344235e-02,4.268490106107659249e-02,-1.303278336811169828e-03,-4.928155883876590877e-04,1.850682304148843771e-01,2.681830405419634022e-01,-5.527718856210839249e-03,-8.269048964553604719e-03,8.391170182563634228e-03,-6.849520189060598341e-04,-4.314623587742261179e-06,-5.527595089502401748e-03,1.415514284357138365e-02,-1.135921081331119353e+00,-6.293824970570538468e-02,-1.983810840397926434e+00,4.780566941885782128e-01,1.576572778869887337e+00,4.285169009972933374e-01
4.293333333333333890e+00,1.864387483068822293e-01,-4.091355061985148950e-02,4.370975469956788623e-02,-1.383914352443422298e-03,-4.991313109099483830e-04,1.864411636072695333e-01,2.703818410853243703e-01,-5.521849186433058776e-03,-8.258461678589235078e-03,8.383962302943359646e-03,-6.838977530234657820e-04,-4.303297737706657244e-06,-5.521725551147937949e-03,1.414005018904726518e-02,-1.133453537079014861e+00,-6.347134862372039166e-02,-1.983241708383778779e+00,4.780393171440873168e-01,1.576566207995375279e+00,4.309844774028253056e-01
4.306666666666666643e+00,1.844383447263822362e-01,-4.109012571657751772e-02,4.392965067192429462e-02,-1.439559556307367988e-03,-4.963731244882220710e-04,1.844407198502378831e-01,2.676871560270272510e-01,-5.515985749430463159e-03,-8.247842862242116269e-03,8.376801531787769761e-03,-6.828370163836083861e-04,-4.291835640213292891e-06,-5.515862245428326815e-03,1.412497205988240238e-02,-1.130967687101589902e+00,-6.401686263198502758e-02,-1.982658911654451295e+00,4.780208649527213360e-01,1.576559552911229289e+00,4.334703595842555046e-01
4.320000000000000284e+00,1.790875249720303430e-01,-4.047210226194763311e-02,4.329947840318945640e-02,-1.465189583100386973e-03,-4.844138536263493467e-04,1.790898172731564264e-01,2.601167460590070868e-01,-5.510128538582570457e-03,-8.237229812353419334e-03,8.369652683527739612e-03,-6.817765635869221796e-04,-4.280376781018446763e-06,-5.510005165725306853e-03,1.410990971150100776e-02,-1.128508509171904706e+00,-6.456473097487291923e-02,-1.982073182978825621e+00,4.780016708253040925e-01,1.576552934602903022e+00,4.359295691822584473e-01
4.333333333333333925e+00,1.726430836381342426e-01,-3.954650228153856056e-02,4.233841273431133284e-02,-1.476070124918944446e-03,-4.692432228078606419e-04,1.726452802872489312e-01,2.509400190111713003e-01,-5.504277547279556870e-03,-8.226661532112711228e-03,8.362479035286973783e-03,-6.807234455266097939e-04,-4.269066078421701604e-06,-5.504154305427277905e-03,1.409486446012204325e-02,-1.126120675505610791e+00,-6.510435900503219742e-02,-1.981495856600116401e+00,4.779821349641961703e-01,1.576546475751521292e+00,4.383174334125672367e-01
4.346666666666666679e+00,1.684582574103229147e-01,-3.909927461437833623e-02,4.188780070849958820e-02,-1.502178561974936702e-03,-4.600201882983711481e-04,1.684603884670697049e-01,2.450365202470233816e-01,-5.498432768916927671e-03,-8.216152992872149952e-03,8.355266534745275919e-03,-6.796803595525702235e-04,-4.257958401865380438e-06,-5.498309657930633421e-03,1.407983680299883071e-02,-1.123818767723768985e+00,-6.563164570211954540e-02,-1.980931344430325591e+00,4.779624540291971257e-01,1.576540219175217139e+00,4.406193704830636548e-01
4.360000000000000320e+00,1.659615058905278551e-01,-3.902182130103380026e-02,4.183260668937272692e-02,-1.541276506436692556e-03,-4.552903536109055983e-04,1.659635935301908283e-01,2.415830874824623775e-01,-5.492594196897293557e-03,-8.205680562465733630e-03,8.348037440418565325e-03,-6.786430285323774569e-04,-4.246965374488098632e-06,-5.492471216637984099e-03,1.406482591695095222e-02,-1.121572657624964720e+00,-6.615296936364467584e-02,-1.980372840420878910e+00,4.779424249817041392e-01,1.576534085572706800e+00,4.428655089959576685e-01
4.373333333333333961e+00,1.651421311438863726e-01,-3.933267626899773078e-02,4.219377647829095773e-02,-1.595753652258279174e-03,-4.551119053370214019e-04,1.651441969282398670e-01,2.405715216112760679e-01,-5.486761824630370654e-03,-8.195226016181500484e-03,8.340808888128492526e-03,-6.776081587465121459e-04,-4.236019171433014208e-06,-5.486638974959490156e-03,1.404983116222416860e-02,-1.119359837546424430e+00,-6.667326031432496691e-02,-1.979815072331687187e+00,4.779218746282851704e-01,1.576528015034658559e+00,4.450783569096934400e-01
4.386666666666666714e+00,1.659895311337246104e-01,-4.004989639241886973e-02,4.299180060528710184e-02,-1.668031188805011063e-03,-4.595402751302827410e-04,1.659915960234576715e-01,2.419938367439304072e-01,-5.480935645532980516e-03,-8.184770324509038630e-03,8.333598737563896464e-03,-6.765723169781523438e-04,-4.225049414330328545e-06,-5.480812926310640876e-03,1.403485187020233477e-02,-1.117157942464506171e+00,-6.719769599791147741e-02,-1.979252488645310004e+00,4.779005979129218318e-01,1.576521946875920399e+00,4.472802795354033911e-01
4.400000000000000355e+00,1.768056085135475131e-01,-3.454286573787035408e-02,3.705709131137623069e-02,-1.223158812381158669e-03,-4.919967099050544159e-04,1.768077961352917116e-01,2.551262349194056700e-01,-5.475115653029050122e-03,-8.174293722226888548e-03,8.326425505757129031e-03,-6.755319432891759845e-04,-4.213983443968061238e-06,-5.474993064117139596e-03,1.401988734585252715e-02,-1.114944748716056644e+00,-6.773169461647698952e-02,-1.978679264637239532e+00,4.778783574970710823e-01,1.576515819672252405e+00,4.494935008157163736e-01
4.413333333333333997e+00,1.865183057566150993e-01,-2.883834928263450184e-02,3.090100627597337432e-02,-7.626679885604443002e-04,-5.217839858770397833e-04,1.865206000048416912e-01,2.671448841128872820e-01,-5.469301840548279614e-03,-8.164100226650372605e-03,8.319003917739209442e-03,-6.745418392464230806e-04,-4.203940290992136397e-06,-5.469179381808242368e-03,1.400494801109886632e-02,-1.112587340602542607e+00,-6.819226615964879556e-02,-1.978185170086421252e+00,4.778620487129061623e-01,1.576509259716120326e+00,4.518509380975204159e-01
4.426666666666666750e+00,1.812649663777058662e-01,-3.247995732788584028e-02,3.485750729749678700e-02,-1.080928129410334108e-03,-5.095139137950906606e-04,1.812671813787876951e-01,2.607416355973606326e-01,-5.463494201528806826e-03,-8.154201041895792201e-03,8.311323774649714835e-03,-6.736039640502511361e-04,-4.194957981873415065e-06,-5.463371872823419295e-03,1.399003425755868807e-02,-1.110100429859120830e+00,-6.857677748341739488e-02,-1.977773156669408339e+00,4.778518798063919881e-01,1.576502302596308525e+00,4.543378794309180790e-01
4.440000000000000391e+00,1.610249697281085912e-01,-4.531709453219425615e-02,4.878285857378478890e-02,-2.187509846514862355e-03,-4.543212745345942116e-04,1.610269239412859821e-01,2.372701183557461846e-01,-5.457692729415875021e-03,-8.144134942420944157e-03,8.303817709291116955e-03,-6.726351982395684104e-04,-4.185341684781462845e-06,-5.457570530606581372e-03,1.397513020196086350e-02,-1.107683563640751601e+00,-6.900984358112260963e-02,-1.977308389905441777e+00,4.778374674313332626e-01,1.576495509077457946e+00,4.567547751826350755e-01
4.453333333333334032e+00,1.258023757739321069e-01,-6.721630211650081455e-02,7.256029684409592839e-02,-4.105040267872148846e-03,-3.555628758042676178e-04,1.258038915125950230e-01,2.035997608028013717e-01,-5.451897417660056533e-03,-8.133459212444016373e-03,8.296900374164195568e-03,-6.715558688403788778e-04,-4.173472555990542787e-06,-5.451775348609189109e-03,1.396022059949393428e-02,-1.105536564044376835e+00,-6.961407150821852241e-02,-1.976657951791124690e+00,4.778083006333799787e-01,1.576489451460464153e+00,4.589018008351857247e-01
4.466666666666666785e+00,9.382784524450323016e-02,-9.851696426800013451e-02,1.065824856004643773e-01,-6.789239414520433467e-03,-2.649784524777824249e-04,9.382896753606194407e-02,1.967717514351929875e-01,-5.446108259720805478e-03,-8.121770258105343032e-03,8.290948894472904840e-03,-6.702935079099248128e-04,-4.157882870448048607e-06,-5.445986320290696625e-03,1.394529162650730465e-02,-1.103859199034057603e+00,-7.051028886977173116e-02,-1.975690481166536783e+00,4.777535667631416239e-01,1.576484710622120033e+00,4.605791860553534178e-01
4.480000000000000426e+00,7.185456077975149736e-02,-1.235315469013054807e-01,1.339067383752103324e-01,-9.059970861254146648e-03,-2.024369622936695104e-04,7.185541436254588854e-02,2.088048375706633430e-01,-5.440322534381092368e-03,-8.108703579732257083e-03,8.286302285718250005e-03,-6.687829713891701999e-04,-4.137255375180615147e-06,-5.440200724173394065e-03,1.393032879336865600e-02,-1.102608161097464290e+00,-7.182384839334510218e-02,-1.974269381358530584e+00,4.776630435709479094e-01,1.576481177576086523e+00,4.618302389558341936e-01
4.493333333333333179e+00,4.515103572866733389e-02,-1.339898753677270238e-01,1.455551101396154456e-01,-1.033874452937716057e-02,-1.261556213954651679e-04,4.515156549329431279e-02,2.081436096457582319e-01,-5.434537027976027446e-03,-8.094607444971924082e-03,8.282630843903682205e-03,-6.670876121943614123e-04,-4.112879593343166107e-06,-5.434415344728549258e-03,1.391534149886968635e-02,-1.101650100287067779e+00,-7.347093568536244845e-02,-1.972483958180194508e+00,4.775422439594647628e-01,1.576478478416589724e+00,4.627883111473347633e-01
4.506666666666666821e+00,1.333303702730459332e-02,-1.299190575136926762e-01,1.414513209592850040e-01,-1.051416781593928450e-02,-3.645729228818767189e-05,1.333245946207456227e-02,1.932705645256102833e-01,-5.428757657857108399e-03,-8.080116705273532318e-03,8.279337915985784946e-03,-6.653220810415305664e-04,-4.087081418191473858e-06,-5.428636101432626759e-03,1.390035582649581068e-02,-1.101048086477351973e+00,-7.525746735693195077e-02,-1.970543223378332875e+00,4.774043940324066426e-01,1.576476796341637510e+00,4.633903320205785548e-01
4.520000000000000462e+00,-2.666696297269541271e-02,-1.113869386972360792e-01,1.215484559485894567e-01,-9.472053016166187556e-03,6.637944000965566012e-05,-2.666754053792543683e-02,1.693903364508381471e-01,-5.429303021570408561e-03,-8.065820434187909171e-03,8.275872752945723221e-03,-6.635922074083033806e-04,-4.062002818550070060e-06,-5.429191314224812714e-03,1.389033296374137666e-02,-1.100870312650321203e+00,-7.698972145711469039e-02,-1.968657205765542484e+00,4.772642051281943409e-01,1.576476310244407486e+00,4.635680981467396045e-01
4.533333333333333215e+00,-6.666696297269542049e-02,-9.896410477738380729e-02,1.082316970550696589e-01,-8.924393846672047659e-03,1.970519483289062961e-04,-6.666754053792543766e-02,1.745758369024444923e-01,-5.483828908745547182e-03,-8.052313914927555771e-03,8.271682357236631589e-03,-6.620042444280826999e-04,-4.039791786869528778e-06,-5.483721275119535221e-03,1.392272720650326520e-02,-1.101225872156623709e+00,-7.847488063974461525e-02,-1.967036559686228037e+00,4.771379110879787611e-01,1.576477195303607637e+00,4.632125309395673796e-01
4.546666666666666856e+00,-1.066669629726954144e-01,-9.624725667926831152e-02,1.054720780648181477e-01,-9.144408003071556601e-03,3.177035953799156880e-04,-1.066675405379254593e-01,2.079120487059986644e-01,-5.462039769554394297e-03,-8.039358919300187978e-03,8.266992523655147806e-03,-6.605150617691180059e-04,-4.019569694868607712e-06,-5.461928846032915175e-03,1.389522575155172773e-02,-1.102114764996259488e+00,-7.979440203677645727e-02,-1.965593470392160480e+00,4.770189191700229259e-01,1.576479822662918195e+00,4.623236303990618801e-01
4.560000000000000497e+00,-1.378151136163396351e-01,-8.456790921415541229e-02,9.285730910924640258e-02,-8.448750302847576540e-03,3.948692165199655345e-04,-1.378168045248920059e-01,2.320177268610712773e-01,-5.407991279323454137e-03,-8.026544204928764970e-03,8.262185410201183799e-03,-6.590509791912779747e-04,-3.999838778856457111e-06,-5.407870182617013910e-03,1.384250387059280524e-02,-1.103536991169228543e+00,-8.107769879249993039e-02,-1.964187176017962999e+00,4.768969937299818440e-01,1.576484058710856395e+00,4.609013965252231060e-01
4.573333333333333250e+00,-1.505755399740213163e-01,-6.390984037976239762e-02,7.032168712967333535e-02,-6.792188184102780114e-03,4.292797127134478506e-04,-1.505773954780953716e-01,2.332862420867660436e-01,-5.402248743605397863e-03,-8.014258287230457967e-03,8.256901297073682144e-03,-6.576811056371312247e-04,-3.981997172886053704e-06,-5.402127775487208794e-03,1.382767483012054162e-02,-1.105374526017446346e+00,-8.220527091535512199e-02,-1.962949078563173133e+00,4.767843437259440265e-01,1.576489323633743389e+00,4.590638391315580158e-01
4.586666666666666892e+00,-1.486821996420139014e-01,-3.350894479803753767e-02,3.698653355216927757e-02,-4.024319206411298804e-03,4.243411146716280502e-04,-1.486840416159397882e-01,2.161494135494671232e-01,-5.396512305663847542e-03,-8.002913988526039191e-03,8.250759433538590315e-03,-6.564785744731516104e-04,-3.967530579185307715e-06,-5.396391465996686065e-03,1.381289358959143614e-02,-1.107382199883766738e+00,-8.305740212041845538e-02,-1.962011456068110782e+00,4.766937812168228206e-01,1.576495047363246194e+00,4.570561405251831744e-01
4.600000000000000533e+00,-1.502215428256130081e-01,4.249939254580265176e-03,-4.452976388154145093e-03,-7.479825223783000219e-04,4.213415168568063131e-04,-1.502234133875768318e-01,2.125375586752397405e-01,-5.390781959022206138e-03,-7.983707274621831829e-03,8.233006067821513341e-03,-6.538781441842722586e-04,-3.924626244433682132e-06,-5.390661247670180956e-03,1.378656235638967345e-02,-1.109364629212326925e+00,-8.350418805105874753e-02,-1.961518302287415194e+00,4.766401236274040443e-01,1.576500705244775702e+00,4.550736866369704536e-01
4.613333333333333286e+00,-1.618204399779191727e-01,3.789686133940281532e-02,-4.140871417833633106e-02,2.265585565935053676e-03,4.541519904654814648e-04,-1.618224646585516013e-01,2.356449823443809710e-01,-5.385057697212758399e-03,-7.985268514313581534e-03,8.234448108540348699e-03,-6.549673058069416243e-04,-3.956750746603177049e-06,-5.384937114039978212e-03,1.378390513787582788e-02,-1.111367583116668278e+00,-8.344752219433093643e-02,-1.961577675305923973e+00,4.766301505271055561e-01,1.576506323131667386e+00,4.530707077918028070e-01
4.626666666666666927e+00,-1.686873240200728596e-01,5.645554661094982080e-02,-6.174967081451639139e-02,3.847911737857657218e-03,4.709708420066533374e-04,-1.686894459130710844e-01,2.528375392908074892e-01,-5.379339513774006321e-03,-7.979015075471274088e-03,8.223645506431953578e-03,-6.546672623048976902e-04,-3.960604263664180280e-06,-5.379219058644135742e-03,1.376934723166305108e-02,-1.113525188983040426e+00,-8.294223070980555335e-02,-1.962129791494968467e+00,4.766603583346515904e-01,1.576512378491540467e+00,4.509130749296890173e-01
4.640000000000000568e+00,-1.706923116708571331e-01,6.071807320715451317e-02,-6.637130364836968388e-02,4.157551024064683187e-03,4.742720608928946511e-04,-1.706944709565832996e-01,2.576466809511968048e-01,-5.373627402252445506e-03,-7.973782027196563149e-03,8.211915353935506090e-03,-6.545478854578234973e-04,-3.968140459775781892e-06,-5.373507075029149149e-03,1.375484103948741883e-02,-1.115774353303307986e+00,-8.218949008832643344e-02,-1.962953120439161925e+00,4.767116638244894844e-01,1.576518658102767034e+00,4.486638823175148616e-01
4.653333333333333321e+00,-1.676896679797457990e-01,5.075694447618120386e-02,-5.540022084031958477e-02,3.251242480776345492e-03,4.639086630317909468e-04,-1.676918015987529376e-01,2.487902786308654468e-01,-5.367921356200344718e-03,-7.968790570286099495e-03,8.199977073414022044e-03,-6.544709870448528477e-04,-3.976547014783449185e-06,-5.367801156747731284e-03,1.374035895412270211e-02,-1.118050250792252953e+00,-8.137991577889769346e-02,-1.963838071154473619e+00,4.767670978381435276e-01,1.576524981730245578e+00,4.463879560380936695e-01
4.666666666666666963e+00,-1.639583343047572583e-01,5.867657883330443247e-02,-6.403650364144596041e-02,3.919249880682678343e-03,4.513905804597294086e-04,-1.639604322915272916e-01,2.476379165646898917e-01,-5.362221369177078145e-03,-7.963230142026045399e-03,8.188537957607877615e-03,-6.542956640531727430e-04,-3.982945975700147301e-06,-5.362101297359256336e-03,1.372584624688458731e-02,-1.120286113031983000e+00,-8.070315651921511346e-02,-1.964576740765677787e+00,4.768104477378871664e-01,1.576531167179085813e+00,4.441520653501100924e-01
4.680000000000000604e+00,-1.636729623591880733e-01,6.601155681738839209e-02,-7.202525291740374813e-02,4.586021146451874086e-03,4.326822017571812086e-04,-1.636750680316813034e-01,2.512861874391873473e-01,-5.356527434748237226e-03,-7.958015140092200568e-03,8.176600938531564111e-03,-6.541975636880081879e-04,-3.990926757069246378e-06,-5.356407490429759832e-03,1.371124668367199387e-02,-1.122472224156046749e+00,-7.992080213477104067e-02,-1.965430560814230398e+00,4.768627044029627449e-01,1.576537185720158440e+00,4.419659262528896626e-01
4.693333333333333357e+00,-1.643699777394734274e-01,2.763237616279961423e-02,-3.052351678697160994e-02,3.983339187568948024e-03,4.384252869056239239e-04,-1.643721036483279663e-01,2.361079637308197143e-01,-5.350839546486518827e-03,-8.087782172947921566e-03,8.310131292329714370e-03,-6.644202055352543823e-04,-4.210347519073565081e-06,-5.350719729532382729e-03,1.386267145919619151e-02,-1.124654530320835732e+00,-7.904064804387234133e-02,-1.966390897519795677e+00,4.769238513515823286e-01,1.576542954816181563e+00,4.397835920124673059e-01
4.706666666666666998e+00,-1.658312534601178168e-01,-1.056833143100529941e-02,1.114695693079940757e-02,1.188959006750087317e-03,4.468788912435262993e-04,-1.658334096024476623e-01,2.350282578049772697e-01,-5.345157697972169331e-03,-8.603705919097759391e-03,8.859626735232772887e-03,-6.707863693167226415e-04,-4.350906836592116633e-06,-5.345038008247371408e-03,1.449506318852804114e-02,-1.126846130024028447e+00,-7.867221636170151911e-02,-1.966797877743621914e+00,4.769769625407498381e-01,1.576548800486673230e+00,4.375919639638228276e-01
4.720000000000000639e+00,-1.678322658495446096e-01,-4.856293839119121825e-02,5.300970000939212584e-02,-3.778502097195829065e-03,4.574927621268206810e-04,-1.678344595116318394e-01,2.480301371159402135e-01,-5.339481882791652367e-03,-9.145248032372155222e-03,9.439587001201399374e-03,-6.728684726331479737e-04,-4.403650874174047658e-06,-5.339362320161189501e-03,1.517277141668848910e-02,-1.129057213403496629e+00,-7.881312744744839449e-02,-1.966649251651211294e+00,4.769928153275064808e-01,1.576554758871889561e+00,4.353808518357902280e-01
4.733333333333333393e+00,-1.664086852768298652e-01,-8.630311796964598714e-02,9.510694929707889933e-02,-1.111893639305572279e-02,4.597846281948620426e-04,-1.664108720212646442e-01,2.683315691206266673e-01,-5.333812094539425175e-03,-9.352187761879182659e-03,9.665681984317053832e-03,-6.701781682885155078e-04,-4.358376111124329100e-06,-5.333692658867406067e-03,1.543488939925382122e-02,-1.131294976948157505e+00,-7.946063329266417341e-02,-1.965942455651086052e+00,4.769424352995437211e-01,1.576560858775384766e+00,4.331430590423019922e-01
4.746666666666667034e+00,-1.639914009468786127e-01,-1.240922735741360333e-01,1.371540978885000817e-01,-1.736429214444795352e-02,4.592893508534727260e-04,-1.639935673659979332e-01,2.971513726011341117e-01,-5.328148326815274061e-03,-8.858825557684468777e-03,9.146232656347397239e-03,-6.621197788225785530e-04,-4.202633093974839085e-06,-5.328029017966695591e-03,1.481039635317001231e-02,-1.133513759418515399e+00,-8.061134153225957277e-02,-1.964674362993791723e+00,4.767941828143031913e-01,1.576566989237093708e+00,4.309242474153518465e-01
4.760000000000000675e+00,-1.658291510606721697e-01,-1.620937182481365646e-01,1.789973088771875942e-01,-2.050709050419803614e-02,4.693781158390033246e-04,-1.658313528728819486e-01,3.372454834311322536e-01,-5.322490573225202581e-03,-7.908397146990431281e-03,8.137813512305580588e-03,-6.488290434614185642e-04,-3.938951932624945584e-06,-5.322371391065949808e-03,1.363247196824843993e-02,-1.135700311431140364e+00,-8.226590517991461127e-02,-1.962845641688611753e+00,4.765626589190437024e-01,1.576573113095104617e+00,4.287376665171382939e-01
4.773333333333333428e+00,-1.722251486328476300e-01,-1.983115011011367113e-01,2.185254557543059029e-01,-2.050132936922922228e-02,4.822645324827284723e-04,-1.722274467518328245e-01,3.831777115162884884e-01,-5.316838827384096078e-03,-7.052501995446824878e-03,7.228700283724798226e-03,-6.308368175007572631e-04,-3.577991207315278643e-06,-5.316719771779609971e-03,1.260659130487108703e-02,-1.137911366778616262e+00,-8.442715475655626634e-02,-1.960459010903582655e+00,4.762892310456545708e-01,1.576579371469982505e+00,4.265265818121664054e-01
4.786666666666667069e+00,-1.834943582851634447e-01,-1.609166145671079295e-01,1.777538728414247149e-01,-1.676339672688866717e-02,4.999762902658100435e-04,-1.834968191476914756e-01,3.537133299153185639e-01,-5.311193082912168961e-03,-6.812215693298817598e-03,6.981148684178428709e-03,-6.140753647594365816e-04,-3.241981247015246481e-06,-5.311074153727890490e-03,1.232623621780185724e-02,-1.140207702093721132e+00,-8.707130810457153203e-02,-1.957545338160191939e+00,4.760158799873983604e-01,1.576585801663748398e+00,4.242302158554753788e-01
4.800000000000000711e+00,-2.024700655437224883e-01,-1.228827328383474138e-01,1.359372752935626982e-01,-1.250465397809532100e-02,5.397009747989770520e-04,-2.024727952493659278e-01,3.401839601593284468e-01,-5.305553333436741070e-03,-6.746631626131982529e-03,6.920205170612980794e-03,-6.035179813093094481e-04,-3.033813560371356743e-06,-5.305434530538555293e-03,1.225018582682172591e-02,-1.142654293537523236e+00,-8.921686296546615935e-02,-1.955175286522306211e+00,4.757923680310396364e-01,1.576592468014284876e+00,4.217835916001728691e-01
4.813333333333333464e+00,-2.184161811791295871e-01,-9.022807739128603510e-02,1.002554471721836538e-01,-1.074497573524471096e-02,5.706278471794768358e-04,-2.184191433149931805e-01,3.372248376446243534e-01,-5.299919572591349493e-03,-6.855116022410179255e-03,7.045822370398635570e-03,-5.976210953733129827e-04,-2.921834719948890324e-06,-5.299800895846029647e-03,1.237620398499536707e-02,-1.145353894411439644e+00,-9.085529940331094068e-02,-1.953362789518392040e+00,4.756256393113318381e-01,1.576599664027281911e+00,4.190839543301811965e-01
4.826666666666667105e+00,-2.234233246484105539e-01,-6.807991558884632366e-02,7.582274291598928295e-02,-8.620734436075343926e-03,5.795906096198347006e-04,-2.234263742513639128e-01,3.321083301355753914e-01,-5.294291794018413100e-03,-6.844518380774378130e-03,7.041389884774318375e-03,-5.964013521464472944e-04,-2.906609513075864015e-06,-5.294173243290956066e-03,1.236293259407208675e-02,-1.148266110160494735e+00,-9.205834043519489640e-02,-1.952026050222762876e+00,4.754823729681953992e-01,1.576607272398577564e+00,4.161716990859813947e-01
4.840000000000000746e+00,-2.174962681975370626e-01,-4.729818925104424532e-02,5.281379468151362055e-02,-6.487314582542773669e-03,5.603101994183439872e-04,-2.174992565395275912e-01,3.157203954264015122e-01,-5.288669991364791656e-03,-6.834750936404621058e-03,7.036207162257390735e-03,-5.953278170798270708e-04,-2.894390379815092729e-06,-5.288551566521526581e-03,1.234970700581558382e-02,-1.151245087822473590e+00,-9.296607264304634910e-02,-1.951015080317216377e+00,4.753674298423811173e-01,1.576615000273372758e+00,4.131926807626298270e-01
4.853333333333333499e+00,-2.006116058775029576e-01,-2.773217362603895911e-02,3.108785485626989684e-02,-4.354255735437725927e-03,5.134601078590603131e-04,-2.006143801486097444e-01,2.867854551629888671e-01,-5.283054158284450352e-03,-6.825796590545163411e-03,7.030291884200678965e-03,-5.943970692698918867e-04,-2.885114188444504180e-06,-5.282935859192150474e-03,1.233652673178724755e-02,-1.154145038065107487e+00,-9.359671516639345157e-02,-1.950310896388129489e+00,4.752809323146136578e-01,1.576622471076031928e+00,4.102926906754360559e-01
4.866666666666667140e+00,-1.801288921108279983e-01,3.361201313104175367e-04,-1.233768881690049145e-04,-1.278426849083906308e-03,4.581878996832047628e-04,-1.801313983016977482e-01,2.547463658958813437e-01,-5.277444288439347986e-03,-6.817638018283833645e-03,7.023661304177863940e-03,-5.936057730502319885e-04,-2.878719766119530732e-06,-5.277326114963898362e-03,1.232339123400055456e-02,-1.156819859476807544e+00,-9.396647748140729561e-02,-1.949896391656712469e+00,4.752228755714744679e-01,1.576629317210803904e+00,4.076178322734547166e-01
4.879999999999999893e+00,-1.672327701174018966e-01,2.927859238404615511e-02,-3.230545349848153169e-02,1.833994941462438856e-03,4.228439801707309332e-04,-1.672351094593026166e-01,2.404969893142433202e-01,-5.271840375496328335e-03,-6.810668398415486990e-03,7.015955957673902788e-03,-5.930228700510298268e-04,-2.876650631034038952e-06,-5.271722327504946293e-03,1.231031614848884098e-02,-1.159221578038285294e+00,-9.396199587965670119e-02,-1.949898036681888103e+00,4.752058298801533631e-01,1.576635426382799743e+00,4.052160802960989017e-01
4.893333333333333535e+00,-1.600413633442746564e-01,4.565708171073880328e-02,-5.049466621705850367e-02,3.567261913441568434e-03,4.024354233043034258e-04,-1.600436130601438356e-01,2.363775873491000545e-01,-5.266242413131116962e-03,-6.804990442732528066e-03,7.007081979917728631e-03,-5.926663452076041949e-04,-2.879291669977135371e-06,-5.266124490490131649e-03,1.229730583458149389e-02,-1.161451348306517417e+00,-9.357161464786933891e-02,-1.950328776061867941e+00,4.752302831460397670e-01,1.576641064302535256e+00,4.029862788366416204e-01
4.906666666666667176e+00,-1.584641481948290964e-01,4.944013187035229545e-02,-5.466288820536303883e-02,3.933243430348332820e-03,3.964454657902452854e-04,-1.584663857900470707e-01,2.359458989846451027e-01,-5.260650395024768500e-03,-6.800075450868803273e-03,6.997523091841095777e-03,-5.924433887827262879e-04,-2.884715458506548202e-06,-5.260532597600953153e-03,1.228433957679248012e-02,-1.163585233151107845e+00,-9.296285355839284392e-02,-1.951002038278095485e+00,4.752778466382188149e-01,1.576646430108179509e+00,4.008523639958396778e-01
4.919999999999999929e+00,-1.624233192452322339e-01,4.058712222206954656e-02,-4.479818445011819750e-02,2.963051646154660126e-03,4.044027440035482721e-04,-1.624256225457884895e-01,2.375427383250406643e-01,-5.255064314864554831e-03,-6.795342922244707040e-03,6.987810656651660679e-03,-5.922520623862226330e-04,-2.890797612842277431e-06,-5.254946642525570866e-03,1.227139434764366877e-02,-1.165698088460372261e+00,-9.230365180012167770e-02,-1.951730876787500346e+00,4.753302898839568691e-01,1.576651716047723362e+00,3.987394788519722511e-01
4.933333333333333570e+00,-1.663414374999348522e-01,3.171252634300767564e-02,-3.492772310193729274e-02,2.007929067637589850e-03,4.121043844282014541e-04,-1.663438066315723607e-01,2.399365908141827264e-01,-5.249484166346185532e-03,-6.790199630314130985e-03,6.978488763652368476e-03,-5.919879917763992694e-04,-2.895356722376618563e-06,-5.249366618959250275e-03,1.225844641552923352e-02,-1.167863732716975411e+00,-9.176249017049409318e-02,-1.952328185913501990e+00,4.753697972392387783e-01,1.576657108084310366e+00,3.965738038846948754e-01
4.946666666666667211e+00,-1.665660099925276028e-01,3.126131738152271994e-02,-3.441126268039050584e-02,1.944011130493750617e-03,4.104835477801007456e-04,-1.665683930411177571e-01,2.401137602988148156e-01,-5.243909943169811072e-03,-6.784651899741422909e-03,6.969552194286965374e-03,-5.916521775457539434e-04,-2.898410892626657187e-06,-5.243792520602141849e-03,1.224549596303610953e-02,-1.170081618550307789e+00,-9.133965648592079489e-02,-1.952793888888194385e+00,4.753965696268074304e-01,1.576662602809435931e+00,3.943558864629403971e-01
