ref_x,ref_y,ref_z,fk_x,fk_y,fk_z,err_x,err_y,err_z,xy_err,xyz_err
1.325549281251143241e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.325549281251146849e-01,-6.724376591117497970e-01,1.000000000000000333e-01,3.608224830031758756e-16,-6.661338147750939243e-16,2.775557561562891351e-17,7.575797802392803626e-16,7.580880525408319473e-16
1.343067025181787222e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.343067025181783058e-01,-6.724376591117484647e-01,9.999999999999981126e-02,-4.163336342344337027e-16,6.661338147750939243e-16,-1.942890293094023946e-16,7.855367300016405721e-16,8.092071311423671403e-16
1.359980708976891994e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.359980708976893660e-01,-6.724376591117490198e-01,9.999999999999981126e-02,1.665334536937734811e-16,1.110223024625156540e-16,-1.942890293094023946e-16,2.001483021243360485e-16,2.789400827296864545e-16
1.376509990867562927e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.376509990867562927e-01,-6.724376591117490198e-01,9.999999999999986677e-02,0.000000000000000000e+00,1.110223024625156540e-16,-1.387778780781445676e-16,1.110223024625156540e-16,1.777223989483336522e-16
1.392819614527127936e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.392819614527123495e-01,-6.724376591117481317e-01,9.999999999999997780e-02,-4.440892098500626162e-16,9.992007221626408864e-16,-2.775557561562891351e-17,1.093442869781314100e-15,1.093795082021011392e-15
1.409074323628917158e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.409074323628909664e-01,-6.724376591117477986e-01,9.999999999999992228e-02,-7.494005416219806648e-16,1.332267629550187849e-15,-8.326672684688674053e-17,1.528573913335758284e-15,1.530840147216680621e-15
1.425438861846258787e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.425438861846264338e-01,-6.724376591117499080e-01,9.999999999999992228e-02,5.551115123125782702e-16,-7.771561172376095783e-16,-8.326672684688674053e-17,9.550499576785472430e-16,9.586729210015211629e-16
1.442572203872468650e-01,-6.723717623602081250e-01,1.000000000000000056e-01,1.442572203872464209e-01,-6.723717623602073479e-01,9.999999999999992228e-02,-4.440892098500626162e-16,7.771561172376095783e-16,-8.326672684688674053e-17,8.950904182623619234e-16,8.989550626504553180e-16
1.460364520591994619e-01,-6.722399688571257803e-01,1.000000000000000056e-01,1.460364520592000726e-01,-6.722399688571267795e-01,9.999999999999997780e-02,6.106226635438360972e-16,-9.992007221626408864e-16,-2.775557561562891351e-17,1.171009018071044626e-15,1.171337907002700311e-15
1.477827349964862536e-01,-6.721411237298140495e-01,1.000000000000000056e-01,1.477827349964856429e-01,-6.721411237298127173e-01,9.999999999999986677e-02,-6.106226635438360972e-16,1.332267629550187849e-15,-1.387778780781445676e-16,1.465536445804281356e-15,1.472092515239622382e-15
1.493972229951098796e-01,-6.721740721055846635e-01,1.000000000000000056e-01,1.493972229951106290e-01,-6.721740721055859957e-01,9.999999999999992228e-02,7.494005416219806648e-16,-1.332267629550187849e-15,-8.326672684688674053e-17,1.528573913335758284e-15,1.530840147216680621e-15
1.507810698510730074e-01,-6.724376591117491309e-01,1.000000000000000056e-01,1.507810698510742287e-01,-6.724376591117512403e-01,9.999999999999964473e-02,1.221245327087672194e-15,-2.109423746787797427e-15,-3.608224830031758756e-16,2.437438961788734817e-15,2.464001127574076798e-15
1.520001730337071921e-01,-6.729977814998489016e-01,1.000000000000000056e-01,1.520001730337077472e-01,-6.729977814998499008e-01,9.999999999999997780e-02,5.551115123125782702e-16,-9.992007221626408864e-16,-2.775557561562891351e-17,1.143044563554851489e-15,1.143381496373828660e-15
1.531204300123440165e-01,-6.737885425183424148e-01,1.000000000000000056e-01,1.531204300123431838e-01,-6.737885425183405275e-01,9.999999999999958922e-02,-8.326672684688674053e-16,1.887379141862766119e-15,-4.163336342344337027e-16,2.062894763461780606e-15,2.104487704908937471e-15
1.540429945829860925e-01,-6.747110970399183838e-01,1.000000000000000056e-01,1.540429945829868419e-01,-6.747110970399192720e-01,9.999999999999981126e-02,7.494005416219806648e-16,-8.881784197001252323e-16,-1.942890293094023946e-16,1.162093833132389374e-15,1.178223367581172829e-15
1.546690205416360597e-01,-6.756665999372647446e-01,1.000000000000000056e-01,1.546690205416356989e-01,-6.756665999372641895e-01,9.999999999999981126e-02,-3.608224830031758756e-16,5.551115123125782702e-16,-1.942890293094023946e-16,6.620737537031164608e-16,6.899926682599784485e-16
1.548996616842965857e-01,-6.765562060830700997e-01,1.000000000000000056e-01,1.548996616842974738e-01,-6.765562060830713209e-01,9.999999999999975575e-02,8.881784197001252323e-16,-1.221245327087672194e-15,-2.498001805406602216e-16,1.510066572755813124e-15,1.530588509153467407e-15
1.546690205416360597e-01,-6.774458122288754547e-01,1.000000000000000056e-01,1.546690205416366426e-01,-6.774458122288764539e-01,9.999999999999986677e-02,5.828670879282071837e-16,-9.992007221626408864e-16,-1.387778780781445676e-16,1.156778338905190375e-15,1.165073141396763867e-15
1.540429945829860925e-01,-6.784013151262218155e-01,1.000000000000000056e-01,1.540429945829865088e-01,-6.784013151262219266e-01,9.999999999999992228e-02,4.163336342344337027e-16,-1.110223024625156540e-16,-8.326672684688674053e-17,4.308824046522781231e-16,4.388541835720876161e-16
1.531204300123440165e-01,-6.793238696477977845e-01,1.000000000000000056e-01,1.531204300123444884e-01,-6.793238696477983396e-01,9.999999999999997780e-02,4.718447854656915297e-16,-5.551115123125782702e-16,-2.775557561562891351e-17,7.285508168090419853e-16,7.290793267202665400e-16
1.520001730337071921e-01,-6.801146306662914087e-01,1.000000000000000056e-01,1.520001730337068313e-01,-6.801146306662906316e-01,1.000000000000000888e-01,-3.608224830031758756e-16,7.771561172376095783e-16,8.326672684688674053e-17,8.568339948907339216e-16,8.608703982599287921e-16
1.507810698510730074e-01,-6.806747530543910685e-01,1.000000000000000056e-01,1.507810698510730629e-01,-6.806747530543909575e-01,9.999999999999975575e-02,5.551115123125782702e-17,1.110223024625156540e-16,-2.498001805406602216e-16,1.241267076623636559e-16,2.789400827296864545e-16
1.493972229951098796e-01,-6.809383400605555359e-01,1.000000000000000056e-01,1.493972229951106845e-01,-6.809383400605572012e-01,9.999999999999986677e-02,8.049116928532384918e-16,-1.665334536937734811e-15,-1.387778780781445676e-16,1.849654549695560393e-15,1.854853431582495138e-15
1.477827349964862536e-01,-6.809712884363261498e-01,1.000000000000000056e-01,1.477827349964870585e-01,-6.809712884363277041e-01,1.000000000000001998e-01,8.049116928532384918e-16,-1.554312234475219157e-15,1.942890293094023946e-16,1.750362635436215849e-15,1.761112597888392966e-15
1.460364520591994619e-01,-6.808724433090145300e-01,1.000000000000000056e-01,1.460364520592000170e-01,-6.808724433090153072e-01,9.999999999999964473e-02,5.551115123125782702e-16,-7.771561172376095783e-16,-3.608224830031758756e-16,9.550499576785472430e-16,1.020937454451726924e-15
1.442572203872468650e-01,-6.807406498059321853e-01,1.000000000000000056e-01,1.442572203872478642e-01,-6.807406498059338507e-01,9.999999999999975575e-02,9.992007221626408864e-16,-1.665334536937734811e-15,-2.498001805406602216e-16,1.942097114741681058e-15,1.958096354443802449e-15
1.425438861846258787e-01,-6.806747530543910685e-01,1.000000000000000056e-01,1.425438861846257399e-01,-6.806747530543905134e-01,9.999999999999986677e-02,-1.387778780781445676e-16,5.551115123125782702e-16,-1.387778780781445676e-16,5.721958498152797061e-16,5.887846720064156690e-16
1.408360434377824710e-01,-6.805374681553471028e-01,1.000000000000000056e-01,1.408360434377824155e-01,-6.805374681553467697e-01,9.999999999999964473e-02,-5.551115123125782702e-17,3.330669073875469621e-16,-3.608224830031758756e-16,3.376611507232129738e-16,4.941739743737032859e-16
1.390677946773851426e-01,-6.802628983572589494e-01,1.000000000000000056e-01,1.390677946773850593e-01,-6.802628983572588384e-01,9.999999999999970024e-02,-8.326672684688674053e-17,1.110223024625156540e-16,-3.053113317719180486e-16,1.387778780781445676e-16,3.353718961872246365e-16
1.373297489237648439e-01,-6.800569710086930009e-01,1.000000000000000056e-01,1.373297489237656488e-01,-6.800569710086945552e-01,9.999999999999981126e-02,8.049116928532384918e-16,-1.554312234475219157e-15,-1.942890293094023946e-16,1.750362635436215849e-15,1.761112597888392966e-15
1.357125151972523591e-01,-6.801256134582149837e-01,1.000000000000000056e-01,1.357125151972534416e-01,-6.801256134582170931e-01,9.999999999999986677e-02,1.082467449009527627e-15,-2.109423746787797427e-15,-1.387778780781445676e-16,2.370950088398628518e-15,2.375008130748468715e-15
1.343067025181787222e-01,-6.806747530543910685e-01,1.000000000000000056e-01,1.343067025181777507e-01,-6.806747530543891811e-01,9.999999999999964473e-02,-9.714451465470119729e-16,1.887379141862766119e-15,-3.608224830031758756e-16,2.122711873497761717e-15,2.153160133879724864e-15
1.332386143694294367e-01,-6.819075714478064487e-01,1.000000000000000056e-01,1.332386143694304914e-01,-6.819075714478082251e-01,9.999999999999981126e-02,1.054711873393898713e-15,-1.776356839400250465e-15,-1.942890293094023946e-16,2.065880140947706262e-15,2.074996140640291475e-15
1.324478447374504986e-01,-6.836867837394171588e-01,1.000000000000000056e-01,1.324478447374508872e-01,-6.836867837394179359e-01,9.999999999999975575e-02,3.885780586188047891e-16,-7.771561172376095783e-16,-2.498001805406602216e-16,8.688869536365455912e-16,9.040822243568019492e-16
1.317449383979136801e-01,-6.857076174533451862e-01,1.000000000000000056e-01,1.317449383979137356e-01,-6.857076174533458524e-01,9.999999999999975575e-02,5.551115123125782702e-17,-6.661338147750939243e-16,-2.498001805406602216e-16,6.684427777288335247e-16,7.135936359693695972e-16
1.309404401264906703e-01,-6.876653001137131849e-01,1.000000000000000056e-01,1.309404401264901430e-01,-6.876653001137118526e-01,9.999999999999986677e-02,-5.273559366969493567e-16,1.332267629550187849e-15,-1.387778780781445676e-16,1.432843787967409095e-15,1.439548755742807718e-15
1.298448946988532138e-01,-6.892550592446430313e-01,1.000000000000000056e-01,1.298448946988533526e-01,-6.892550592446430313e-01,9.999999999999997780e-02,1.387778780781445676e-16,0.000000000000000000e+00,-2.775557561562891351e-17,1.387778780781445676e-16,1.415262216750918925e-16
1.283869131898920657e-01,-6.904823862420965686e-01,1.000000000000000056e-01,1.283869131898925098e-01,-6.904823862420976788e-01,9.999999999999975575e-02,4.440892098500626162e-16,-1.110223024625156540e-15,-2.498001805406602216e-16,1.195746792056363303e-15,1.221560690637690058e-15
1.266927990824927575e-01,-6.915504627566592122e-01,1.000000000000000056e-01,1.266927990824935901e-01,-6.915504627566610996e-01,9.999999999999986677e-02,8.326672684688674053e-16,-1.887379141862766119e-15,-1.387778780781445676e-16,2.062894763461780606e-15,2.067557521463891221e-15
1.248696357643191424e-01,-6.924510516943880312e-01,1.000000000000000056e-01,1.248696357643188926e-01,-6.924510516943875871e-01,9.999999999999964473e-02,-2.498001805406602216e-16,4.440892098500626162e-16,-3.608224830031758756e-16,5.095246377785861277e-16,6.243462346678936669e-16
1.230245066230349626e-01,-6.931759159613406496e-01,1.000000000000000056e-01,1.230245066230350737e-01,-6.931759159613409826e-01,9.999999999999970024e-02,1.110223024625156540e-16,-3.330669073875469621e-16,-3.053113317719180486e-16,3.510833468576701225e-16,4.652682298944613448e-16
1.212644950463040994e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.212644950463040439e-01,-6.937168184635738033e-01,9.999999999999975575e-02,-5.551115123125782702e-17,2.220446049250313081e-16,-2.498001805406602216e-16,2.288783399261118726e-16,3.387999773988765192e-16
1.195950924899041590e-01,-6.940023710535856427e-01,1.000000000000000056e-01,1.195950924899041173e-01,-6.940023710535854207e-01,9.999999999999975575e-02,-4.163336342344337027e-17,2.220446049250313081e-16,-2.498001805406602216e-16,2.259140179941513686e-16,3.368045037175248130e-16
1.179449100287258967e-01,-6.940380651273371226e-01,1.000000000000000056e-01,1.179449100287253555e-01,-6.940380651273360124e-01,1.000000000000000333e-01,-5.412337245047638135e-16,1.110223024625156540e-15,2.775557561562891351e-17,1.235123114895486651e-15,1.235434935934258165e-15
1.163057104791029306e-01,-6.939309829060826829e-01,1.000000000000000056e-01,1.163057104791028890e-01,-6.939309829060823498e-01,9.999999999999964473e-02,-4.163336342344337027e-17,3.330669073875469621e-16,-3.608224830031758756e-16,3.356589068483857213e-16,4.928080417233777514e-16
1.146692566573687677e-01,-6.937882066110768742e-01,1.000000000000000056e-01,1.146692566573683236e-01,-6.937882066110752088e-01,9.999999999999964473e-02,-4.440892098500626162e-16,1.665334536937734811e-15,-3.608224830031758756e-16,1.723529618609112493e-15,1.760893866893587039e-15
1.130273113798569429e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.130273113798563323e-01,-6.937168184635726931e-01,9.999999999999986677e-02,-6.106226635438360972e-16,1.332267629550187849e-15,-1.387778780781445676e-16,1.465536445804281356e-15,1.472092515239622382e-15
1.113798746465675393e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.113798746465684414e-01,-6.937168184635758017e-01,9.999999999999997780e-02,9.020562075079396891e-16,-1.776356839400250465e-15,-2.775557561562891351e-17,1.992272326361949720e-15,1.992465657010280479e-15
1.097324379132780803e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.097324379132779276e-01,-6.937168184635740253e-01,9.999999999999975575e-02,-1.526556658859590243e-16,0.000000000000000000e+00,-2.498001805406602216e-16,1.526556658859590243e-16,2.927522545177611565e-16
1.080850011799886490e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.080850011799891763e-01,-6.937168184635745805e-01,9.999999999999975575e-02,5.273559366969493567e-16,-5.551115123125782702e-16,-2.498001805406602216e-16,7.656716496459005286e-16,8.053900950903363479e-16
1.064375644466992177e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.064375644466998561e-01,-6.937168184635751356e-01,9.999999999999986677e-02,6.383782391594650107e-16,-1.110223024625156540e-15,-1.387778780781445676e-16,1.280672456422863005e-15,1.288169724874809584e-15
1.047901277134097864e-01,-6.937168184635740253e-01,1.000000000000000056e-01,1.047901277134104109e-01,-6.937168184635752466e-01,9.999999999999964473e-02,6.245004513516505540e-16,-1.221245327087672194e-15,-3.608224830031758756e-16,1.371656284450259367e-15,1.418320777156023906e-15
1.031536738916756235e-01,-6.935850249604917916e-01,1.000000000000000056e-01,1.031536738916765117e-01,-6.935850249604935680e-01,9.999999999999981126e-02,8.881784197001252323e-16,-1.776356839400250465e-15,-1.942890293094023946e-16,1.986027322597818494e-15,1.995508144061318924e-15
1.015282029814967291e-01,-6.933214379543273242e-01,1.000000000000000056e-01,1.015282029814971454e-01,-6.933214379543285455e-01,9.999999999999958922e-02,4.163336342344337027e-16,-1.221245327087672194e-15,-4.163336342344337027e-16,1.290261153382650132e-15,1.355768246760182044e-15
9.989724061554022816e-02,-6.931237476997037517e-01,1.000000000000000056e-01,9.989724061553957590e-02,-6.931237476997021973e-01,9.999999999999964473e-02,-6.522560269672794675e-16,1.554312234475219157e-15,-3.608224830031758756e-16,1.685622866169799314e-15,1.723808954378374936e-15
9.824431242647316265e-02,-6.931896444512449795e-01,1.000000000000000056e-01,9.824431242647384266e-02,-6.931896444512463118e-01,9.999999999999975575e-02,6.800116025829083810e-16,-1.332267629550187849e-15,-2.498001805406602216e-16,1.495778331302687355e-15,1.516493635526637675e-15
9.655294404696268540e-02,-6.937168184635740253e-01,1.000000000000000056e-01,9.655294404696207478e-02,-6.937168184635723600e-01,9.999999999999986677e-02,-6.106226635438360972e-16,1.665334536937734811e-15,-1.387778780781445676e-16,1.773752845565297093e-15,1.779173531894756165e-15
9.452659686501668768e-02,-6.948370632397733448e-01,1.000000000000000056e-01,9.452659686501671543e-02,-6.948370632397735669e-01,9.999999999999964473e-02,2.775557561562891351e-17,-2.220446049250313081e-16,-3.608224830031758756e-16,2.237726045655904808e-16,4.245786650252757269e-16
9.217625379219038240e-02,-6.964185852767605933e-01,1.000000000000000056e-01,9.217625379219088200e-02,-6.964185852767620366e-01,1.000000000000000333e-01,4.996003610813204432e-16,-1.443289932012703503e-15,2.775557561562891351e-17,1.527313441518086030e-15,1.527565619087957567e-15
8.994672274647202981e-02,-6.982636943199123092e-01,1.000000000000000056e-01,8.994672274647218246e-02,-6.982636943199127533e-01,9.999999999999992228e-02,1.526556658859590243e-16,-4.440892098500626162e-16,-8.326672684688674053e-17,4.695944831791984772e-16,4.769196226117483950e-16
8.828281164584972363e-02,-7.001747001146052529e-01,1.000000000000000056e-01,8.828281164585013996e-02,-7.001747001146062521e-01,9.999999999999992228e-02,4.163336342344337027e-16,-9.992007221626408864e-16,-8.326672684688674053e-17,1.082467449009527627e-15,1.085665291867151927e-15
8.762932840831158532e-02,-7.019539124062159630e-01,1.000000000000000056e-01,8.762932840831073877e-02,-7.019539124062139646e-01,9.999999999999992228e-02,-8.465450562766818621e-16,1.998401444325281773e-15,-8.326672684688674053e-17,2.170310315366874654e-15,2.171907045153557262e-15
8.834870911518133418e-02,-7.036672279462854451e-01,1.000000000000000056e-01,8.834870911518152847e-02,-7.036672279462857782e-01,9.999999999999992228e-02,1.942890293094023946e-16,-3.330669073875469621e-16,-8.326672684688674053e-17,3.855927796350634419e-16,3.944808480857957308e-16
9.014441515446683373e-02,-7.054464402378960441e-01,1.000000000000000056e-01,9.014441515446712516e-02,-7.054464402378965993e-01,1.000000000000000333e-01,2.914335439641035919e-16,-5.551115123125782702e-16,2.775557561562891351e-17,6.269627593800407539e-16,6.275768268723676827e-16
9.247279240418249113e-02,-7.071927041537361402e-01,1.000000000000000056e-01,9.247279240418283808e-02,-7.071927041537371394e-01,9.999999999999992228e-02,3.469446951953614189e-16,-9.992007221626408864e-16,-8.326672684688674053e-17,1.057720522961781881e-15,1.060992955911743711e-15
9.479018674234299113e-02,-7.088071745664938916e-01,1.000000000000000056e-01,9.479018674234383768e-02,-7.088071745664957790e-01,9.999999999999975575e-02,8.465450562766818621e-16,-1.887379141862766119e-15,-2.498001805406602216e-16,2.068535365287507387e-15,2.083563938938104434e-15
9.655294404696268540e-02,-7.101910063488577896e-01,1.000000000000000056e-01,9.655294404696221355e-02,-7.101910063488562352e-01,9.999999999999992228e-02,-4.718447854656915297e-16,1.554312234475219157e-15,-8.326672684688674053e-17,1.624353417151117817e-15,1.626486203940970230e-15
9.761828646782319541e-02,-7.112728113533247631e-01,1.000000000000000056e-01,9.761828646782252927e-02,-7.112728113533232088e-01,9.999999999999986677e-02,-6.661338147750939243e-16,1.554312234475219157e-15,-1.387778780781445676e-16,1.691041330490230233e-15,1.696726283426422412e-15
9.834865008624815719e-02,-7.121184863314360403e-01,1.000000000000000056e-01,9.834865008624815719e-02,-7.121184863314361513e-01,9.999999999999992228e-02,0.000000000000000000e+00,-1.110223024625156540e-16,-8.326672684688674053e-17,1.110223024625156540e-16,1.387778780781445676e-16
9.895820167756522179e-02,-7.128351135044458387e-01,1.000000000000000056e-01,9.895820167756504138e-02,-7.128351135044451725e-01,1.000000000000000333e-01,-1.804112415015879378e-16,6.661338147750939243e-16,2.775557561562891351e-17,6.901322157724296525e-16,6.906901238795284611e-16
9.966110801710206801e-02,-7.135297750936085981e-01,1.000000000000000056e-01,9.966110801710194311e-02,-7.135297750936083760e-01,9.999999999999964473e-02,-1.249000902703301108e-16,2.220446049250313081e-16,-3.608224830031758756e-16,2.547623188892930638e-16,4.416975247456419681e-16
1.006715358801862636e-01,-7.143095533201786473e-01,1.000000000000000056e-01,1.006715358801857085e-01,-7.143095533201775371e-01,9.999999999999970024e-02,-5.551115123125782702e-16,1.110223024625156540e-15,-3.053113317719180486e-16,1.241267076623636559e-15,1.278264043466032409e-15
1.021212802054809465e-01,-7.151140428285767126e-01,1.000000000000000056e-01,1.021212802054818486e-01,-7.151140428285787110e-01,9.999999999999975575e-02,9.020562075079396891e-16,-1.998401444325281773e-15,-2.498001805406602216e-16,2.192558718526137751e-15,2.206742817906773292e-15
1.038675631427677382e-01,-7.158718554712997229e-01,1.000000000000000056e-01,1.038675631427677659e-01,-7.158718554712995008e-01,9.999999999999981126e-02,2.775557561562891351e-17,2.220446049250313081e-16,-1.942890293094023946e-16,2.237726045655904808e-16,2.963484527782420448e-16
1.057126922840518901e-01,-7.166735992817169221e-01,1.000000000000000056e-01,1.057126922840523758e-01,-7.166735992817178102e-01,9.999999999999992228e-02,4.857225732735059864e-16,-8.881784197001252323e-16,-8.326672684688674053e-17,1.012317797634936484e-15,1.015736516626355332e-15
1.074589752213386817e-01,-7.176098822931972210e-01,1.000000000000000056e-01,1.074589752213387372e-01,-7.176098822931972210e-01,9.999999999999970024e-02,5.551115123125782702e-17,0.000000000000000000e+00,-3.053113317719180486e-16,5.551115123125782702e-17,3.103167691559091397e-16
1.089087195466333646e-01,-7.187713125391097524e-01,1.000000000000000056e-01,1.089087195466330732e-01,-7.187713125391089752e-01,9.999999999999981126e-02,-2.914335439641035919e-16,7.771561172376095783e-16,-1.942890293094023946e-16,8.300030970468208195e-16,8.524396565254951423e-16
1.101278227292675771e-01,-7.202292781669573651e-01,1.000000000000000056e-01,1.101278227292682294e-01,-7.202292781669586974e-01,9.999999999999975575e-02,6.522560269672794675e-16,-1.332267629550187849e-15,-2.498001805406602216e-16,1.483366091516998647e-15,1.504252336431811447e-15
1.112480797079043737e-01,-7.219233738211606743e-01,1.000000000000000056e-01,1.112480797079049843e-01,-7.219233738211620066e-01,9.999999999999970024e-02,6.106226635438360972e-16,-1.332267629550187849e-15,-3.053113317719180486e-16,1.465536445804281356e-15,1.497001029822286875e-15
1.121706442785464219e-01,-7.237465172804654623e-01,1.000000000000000056e-01,1.121706442785466856e-01,-7.237465172804659064e-01,9.999999999999992228e-02,2.636779683484746784e-16,-4.440892098500626162e-16,-8.326672684688674053e-17,5.164700352369265655e-16,5.231392215246589822e-16
1.127966702371964169e-01,-7.255916263236171782e-01,1.000000000000000056e-01,1.127966702371974161e-01,-7.255916263236196206e-01,9.999999999999975575e-02,9.992007221626408864e-16,-2.442490654175344389e-15,-2.498001805406602216e-16,2.638970003411225818e-15,2.650766456914375427e-15
1.130273113798569429e-01,-7.273516187293616042e-01,1.000000000000000056e-01,1.130273113798574008e-01,-7.273516187293626034e-01,9.999999999999997780e-02,4.579669976578770729e-16,-9.992007221626408864e-16,-2.775557561562891351e-17,1.099152334353211067e-15,1.099502717637327196e-15
1.127307727678648341e-01,-7.290868998532782363e-01,1.000000000000000056e-01,1.127307727678652366e-01,-7.290868998532786804e-01,9.999999999999981126e-02,4.024558464266192459e-16,-4.440892098500626162e-16,-1.942890293094023946e-16,5.993212282476063592e-16,6.300271117485415850e-16
1.119729518705517290e-01,-7.308688578428697014e-01,1.000000000000000056e-01,1.119729518705515348e-01,-7.308688578428693683e-01,9.999999999999981126e-02,-1.942890293094023946e-16,3.330669073875469621e-16,-1.942890293094023946e-16,3.855927796350634419e-16,4.317754261380381277e-16
1.109515410959122650e-01,-7.326068846647671995e-01,1.000000000000000056e-01,1.109515410959125703e-01,-7.326068846647675326e-01,9.999999999999970024e-02,3.053113317719180486e-16,-3.330669073875469621e-16,-3.053113317719180486e-16,4.518280359883027372e-16,5.453105385130468736e-16
1.098642328519412459e-01,-7.342103722856014869e-01,1.000000000000000056e-01,1.098642328519409128e-01,-7.342103722856009318e-01,9.999999999999981126e-02,-3.330669073875469621e-16,5.551115123125782702e-16,-1.942890293094023946e-16,6.473657049138937517e-16,6.758924343478423583e-16
1.089087195466333646e-01,-7.355887126720035418e-01,1.000000000000000056e-01,1.089087195466332536e-01,-7.355887126720034308e-01,1.000000000000000888e-01,-1.110223024625156540e-16,1.110223024625156540e-16,8.326672684688674053e-17,1.570092458683775167e-16,1.777223989483336522e-16
1.080191037106571217e-01,-7.366046209249293986e-01,1.000000000000000056e-01,1.080191037106568858e-01,-7.366046209249291765e-01,9.999999999999986677e-02,-2.359223927328457648e-16,2.220446049250313081e-16,-1.387778780781445676e-16,3.239802184842530750e-16,3.524520980402538610e-16
1.070635904053492127e-01,-7.373185023999583310e-01,1.000000000000000056e-01,1.070635904053498649e-01,-7.373185023999597743e-01,9.999999999999975575e-02,6.522560269672794675e-16,-1.443289932012703503e-15,-2.498001805406602216e-16,1.583831983691570236e-15,1.603410079412787465e-15
1.061410258347071645e-01,-7.379362844456565096e-01,1.000000000000000056e-01,1.061410258347075253e-01,-7.379362844456578419e-01,9.999999999999986677e-02,3.608224830031758756e-16,-1.332267629550187849e-15,-1.387778780781445676e-16,1.380264431544859305e-15,1.387223558202399421e-15
1.053502562027281986e-01,-7.386638944105898830e-01,1.000000000000000056e-01,1.053502562027275602e-01,-7.386638944105878846e-01,1.000000000000000333e-01,-6.383782391594650107e-16,1.998401444325281773e-15,2.775557561562891351e-17,2.097888249863111902e-15,2.098071848362554570e-15
1.047901277134097864e-01,-7.397072596433245106e-01,1.000000000000000056e-01,1.047901277134091202e-01,-7.397072596433228453e-01,9.999999999999947820e-02,-6.661338147750939243e-16,1.665334536937734811e-15,-5.273559366969493567e-16,1.793620188084544856e-15,1.869539425386358541e-15
1.043947428974203451e-01,-7.412750531904073181e-01,1.000000000000000056e-01,1.043947428974211361e-01,-7.412750531904092055e-01,9.999999999999992228e-02,7.910339050454240351e-16,-1.887379141862766119e-15,-8.326672684688674053e-17,2.046444395548054977e-15,2.048137693581620014e-15
1.040982042854282641e-01,-7.432299901527943398e-01,1.000000000000000056e-01,1.040982042854291523e-01,-7.432299901527963382e-01,9.999999999999992228e-02,8.881784197001252323e-16,-1.998401444325281773e-15,-8.326672684688674053e-17,2.186885739562628201e-15,2.188470375788115997e-15
1.039993580814308760e-01,-7.452590609606650762e-01,1.000000000000000056e-01,1.039993580814316393e-01,-7.452590609606668526e-01,9.999999999999970024e-02,7.632783294297951215e-16,-1.776356839400250465e-15,-3.053113317719180486e-16,1.933400483361164871e-15,1.957358535978916614e-15
1.041970504894256522e-01,-7.470492560441992502e-01,1.000000000000000056e-01,1.041970504894259297e-01,-7.470492560441998053e-01,9.999999999999997780e-02,2.775557561562891351e-16,-5.551115123125782702e-16,-2.775557561562891351e-17,6.206335383118182794e-16,6.212538618432903380e-16
1.047901277134097864e-01,-7.482875658335764735e-01,1.000000000000000056e-01,1.047901277134102166e-01,-7.482875658335771396e-01,9.999999999999958922e-02,4.302114220422481594e-16,-6.661338147750939243e-16,-4.163336342344337027e-16,7.929792726436376200e-16,8.956281716411581144e-16
1.059103846920466108e-01,-7.488367054297525582e-01,1.000000000000000056e-01,1.059103846920465414e-01,-7.488367054297524472e-01,9.999999999999986677e-02,-6.938893903907228378e-17,1.110223024625156540e-16,-1.387778780781445676e-16,1.309227883336067538e-16,1.907880393235350577e-16
1.074919239560044315e-01,-7.489053478792745411e-01,1.000000000000000056e-01,1.074919239560041678e-01,-7.489053478792739860e-01,9.999999999999986677e-02,-2.636779683484746784e-16,5.551115123125782702e-16,-1.387778780781445676e-16,6.145525706514756784e-16,6.300271117485415850e-16
1.093370530972886667e-01,-7.486994205307084815e-01,1.000000000000000056e-01,1.093370530972884447e-01,-7.486994205307080374e-01,9.999999999999986677e-02,-2.220446049250313081e-16,4.440892098500626162e-16,-1.387778780781445676e-16,4.965068306494546235e-16,5.155369359468228577e-16
1.112480797079043737e-01,-7.484248507326204392e-01,1.000000000000000056e-01,1.112480797079046096e-01,-7.484248507326211053e-01,9.999999999999992228e-02,2.359223927328457648e-16,-6.661338147750939243e-16,-8.326672684688674053e-17,7.066778860128639382e-16,7.115665691833788528e-16
1.130273113798569429e-01,-7.482875658335764735e-01,1.000000000000000056e-01,1.130273113798564849e-01,-7.482875658335754743e-01,9.999999999999975575e-02,-4.579669976578770729e-16,9.992007221626408864e-16,-2.498001805406602216e-16,1.099152334353211067e-15,1.127180546457513812e-15
