time_s,x_m,y_m,z_m
1.780994373138445854e+09,1.753445999527351168e-02,-7.949807913255030334e-01,1.002327140335124156e-01
1.780994373148657084e+09,1.767094966694623612e-02,-7.949435009926975049e-01,1.002008976678484542e-01
1.780994373159007549e+09,1.791637680156854540e-02,-7.949183557475940631e-01,1.001981041769296477e-01
1.780994373169265985e+09,1.819235909785573563e-02,-7.948408381307638937e-01,1.002264270008899061e-01
1.780994373179476976e+09,1.845742629960962083e-02,-7.947374089788795670e-01,1.002451880190034506e-01
1.780994373190254450e+09,1.834234906961653561e-02,-7.947899507408636710e-01,1.002386080922164635e-01
1.780994373200609207e+09,1.834036657834327635e-02,-7.948307041630168213e-01,1.002611397561845030e-01
1.780994373210799694e+09,1.834515862604042466e-02,-7.947783142446959159e-01,1.002250902080275563e-01
1.780994373221030712e+09,1.842100174820746755e-02,-7.946902510020565913e-01,1.001794308568838554e-01
1.780994373231214046e+09,1.872219159673002217e-02,-7.945711709609386553e-01,1.001553171708606249e-01
1.780994373241420031e+09,1.921797414760476747e-02,-7.945143903119176176e-01,1.001796365451676496e-01
1.780994373251621485e+09,1.908973313255001372e-02,-7.945438895438722282e-01,1.001740585127601224e-01
1.780994373261940479e+09,1.927128306990589374e-02,-7.945432753460430764e-01,1.001770626677337961e-01
1.780994373272129536e+09,1.919893640812074531e-02,-7.945795674541563658e-01,1.001897750449096680e-01
1.780994373282288551e+09,1.902287800980509425e-02,-7.945791059902462816e-01,1.001520855038203761e-01
1.780994373292454720e+09,1.899017301950924747e-02,-7.945175806488045112e-01,1.001422285407660984e-01
1.780994373302669287e+09,1.909632640479002469e-02,-7.945941766140818263e-01,1.002024565017964330e-01
1.780994373312874556e+09,1.908340029081136840e-02,-7.945952947216063933e-01,1.001919665149669791e-01
1.780994373323063850e+09,1.905467956516115544e-02,-7.945836165029624976e-01,1.001887296738467326e-01
1.780994373333331823e+09,1.907776914602129364e-02,-7.945667599435860540e-01,1.001901170778416450e-01
1.780994373343671322e+09,1.909448558204296723e-02,-7.945342060963578312e-01,1.001866519179126502e-01
1.780994373353876114e+09,1.929398381422495895e-02,-7.945262525596878955e-01,1.001500908567666270e-01
1.780994373364047289e+09,1.957175991164642609e-02,-7.945280972664400254e-01,1.001907311308763981e-01
1.780994373374494553e+09,1.985707197666948531e-02,-7.944870146459114268e-01,1.001794682812339743e-01
1.780994373384678364e+09,2.017219381157004873e-02,-7.944663293780701574e-01,1.002262887049015783e-01
1.780994373395002842e+09,1.997590295922565054e-02,-7.944742300847336125e-01,1.001916735164865013e-01
1.780994373405323744e+09,2.012838970264464733e-02,-7.943999697558584705e-01,1.001470585950304804e-01
1.780994373415536642e+09,2.018687608876846423e-02,-7.944411498088904677e-01,1.001571938499805081e-01
1.780994373426511765e+09,2.049392313019449130e-02,-7.943803528130749525e-01,1.001580820682282935e-01
1.780994373436737061e+09,2.099994441624703639e-02,-7.943145592484313067e-01,1.001431786359891496e-01
1.780994373447009563e+09,2.096477598164707412e-02,-7.943441111275940658e-01,1.001678185367963492e-01
1.780994373457222462e+09,2.121746453688056269e-02,-7.943192132011437367e-01,1.001064905762821811e-01
1.780994373467597246e+09,2.106728394096837875e-02,-7.943553904235474139e-01,1.001480024584230355e-01
1.780994373478495836e+09,2.096276073254257563e-02,-7.943538915450166771e-01,1.001414814034565781e-01
1.780994373488854885e+09,2.082838665792641208e-02,-7.943072480640794852e-01,1.001014999361552471e-01
1.780994373499157429e+09,2.092938514297530694e-02,-7.943132246906434712e-01,1.001156704139409270e-01
1.780994373509376287e+09,2.102837808943079645e-02,-7.943941326762066213e-01,1.001855820348401815e-01
1.780994373520318270e+09,2.094981438766130993e-02,-7.943758607385384973e-01,1.001509883481062069e-01
1.780994373530651569e+09,2.094245263672689372e-02,-7.943364910355598107e-01,1.001445977134526877e-01
1.780994373540871859e+09,2.095257195515541279e-02,-7.943183298995962760e-01,1.001439261340488773e-01
1.780994373551140070e+09,2.107007066095441944e-02,-7.943302584124682930e-01,1.001177950322755250e-01
1.780994373561363459e+09,2.132107430721491906e-02,-7.943399148689139766e-01,1.001480631725044645e-01
1.780994373572524786e+09,2.163718635027156792e-02,-7.943185470212154042e-01,1.001377489709819879e-01
1.780994373582755327e+09,2.194817919884856083e-02,-7.942951719372476349e-01,1.001173696637977506e-01
1.780994373592959404e+09,2.176133396689172370e-02,-7.943420983371871635e-01,1.001430238246246440e-01
1.780994373603144646e+09,2.197113122995770357e-02,-7.942451019152998448e-01,1.000528923600683684e-01
1.780994373613339901e+09,2.196603228715133041e-02,-7.942504714843913183e-01,1.000462138847850180e-01
1.780994373623965740e+09,2.230360197193743607e-02,-7.942703759512689254e-01,1.000355664988804016e-01
1.780994373634178638e+09,2.275287360333806339e-02,-7.942516749749897187e-01,1.000556919663456723e-01
1.780994373644346476e+09,2.271119949866172785e-02,-7.943080269171931551e-01,1.000972596236689438e-01
1.780994373654650688e+09,2.299050893179534899e-02,-7.942164939439388949e-01,9.999232948283059974e-02
1.780994373664889812e+09,2.280664528721153272e-02,-7.942332355539368782e-01,1.000073090854114444e-01
1.780994373675130606e+09,2.274885062627920312e-02,-7.943010290663733430e-01,1.000818241634400252e-01
1.780994373685300112e+09,2.261563316263969989e-02,-7.942618319711366448e-01,1.000763784510672605e-01
1.780994373695495844e+09,2.267943623734166789e-02,-7.942088380120280178e-01,1.000410904484031471e-01
1.780994373706280708e+09,2.279062751316333207e-02,-7.942672865960105355e-01,1.000515092301978437e-01
1.780994373716452599e+09,2.277288737276711786e-02,-7.942887595418065549e-01,1.000572834412902790e-01
1.780994373726644516e+09,2.274116379979779917e-02,-7.942384129639050716e-01,1.000363162650331761e-01
1.780994373736844540e+09,2.275603603736515990e-02,-7.942324600359332853e-01,1.000461981470480710e-01
1.780994373747267246e+09,2.279691191543393308e-02,-7.942315792931169405e-01,1.000425021326594166e-01
1.780994373757478476e+09,2.297237615098881788e-02,-7.942588386294862079e-01,1.000519836464955348e-01
1.780994373768368244e+09,2.330284941093146642e-02,-7.942391848993178849e-01,1.000579146854029822e-01
1.780994373778563261e+09,2.355131429739801621e-02,-7.942223739549818529e-01,1.000086218623378875e-01
1.780994373788737774e+09,2.373926781214854079e-02,-7.942225720280504664e-01,9.998367007166930609e-02
1.780994373799070835e+09,2.363090365686898453e-02,-7.941989932469570856e-01,9.993418679219517875e-02
1.780994373809406042e+09,2.373750695198308808e-02,-7.941171502143391514e-01,9.986413825806522704e-02
1.780994373820120811e+09,2.393998568542215349e-02,-7.941833885124556236e-01,9.988434430233539274e-02
1.780994373830314159e+09,2.426783789086418494e-02,-7.941920343505166624e-01,9.983789798185754849e-02
1.780994373840777397e+09,2.468544899141249249e-02,-7.941881678458940774e-01,9.985967445376581209e-02
1.780994373850999355e+09,2.463882011886247420e-02,-7.942116577697948543e-01,9.989514974456564778e-02
1.780994373861215115e+09,2.470094986008955842e-02,-7.941074839251756057e-01,9.978513308455988495e-02
1.780994373871378899e+09,2.455267591599110538e-02,-7.941582258005762673e-01,9.983411851605450416e-02
1.780994373884026289e+09,2.444967783661573454e-02,-7.941897683696819144e-01,9.986006904810285079e-02
1.780994373899255753e+09,2.453416395743748465e-02,-7.941164711928158093e-01,9.984787929298383213e-02
1.780994373909525394e+09,2.463319612962452249e-02,-7.941763627517425261e-01,9.987418689530941363e-02
1.780994373920122862e+09,2.458370805180624605e-02,-7.941891776840908079e-01,9.985494826124885481e-02
1.780994373930420399e+09,2.455535363574715135e-02,-7.941476886263384438e-01,9.986806903956124692e-02
1.780994373940656900e+09,2.451004937104560993e-02,-7.941322616079270480e-01,9.983257699807351893e-02
1.780994373950876951e+09,2.454115217929787873e-02,-7.941385129100234641e-01,9.982637423679247002e-02
1.780994373961083651e+09,2.474499602533470136e-02,-7.942134236780454826e-01,9.988628786926839753e-02
1.780994373971258640e+09,2.496199496873409418e-02,-7.941723069780856070e-01,9.982852312525836158e-02
1.780994373981448174e+09,2.515912468719647133e-02,-7.941658684073271690e-01,9.981084229723491408e-02
1.780994373992088795e+09,2.555071820627657225e-02,-7.942286046106432629e-01,9.977067288288765656e-02
1.780994374002269268e+09,2.562347773511072443e-02,-7.942414287228011238e-01,9.972798243250197148e-02
1.780994374012448311e+09,2.591308524976317432e-02,-7.941725018066311259e-01,9.960882588382063973e-02
1.780994374022637606e+09,2.638310653685164639e-02,-7.942210100922406646e-01,9.960243441810373577e-02
1.780994374032959700e+09,2.616236895671536153e-02,-7.943620253775719453e-01,9.970878729193372036e-02
1.780994374043177366e+09,2.640188346649948239e-02,-7.941697354265294662e-01,9.955276807085633450e-02
1.780994374053353310e+09,2.634439007060336221e-02,-7.941541089436132683e-01,9.962932839909133254e-02
1.780994374063555002e+09,2.629734489631057465e-02,-7.942493385340558820e-01,9.968624675794690582e-02
1.780994374074317217e+09,2.617889889848819610e-02,-7.942488906813310878e-01,9.969668708398521373e-02
1.780994374084563971e+09,2.621259784577155069e-02,-7.942305206058214440e-01,9.971850384222280539e-02
1.780994374094893217e+09,2.621469321664420676e-02,-7.942011127669516002e-01,9.970167816850433740e-02
1.780994374105111599e+09,2.622336838577795509e-02,-7.942386955284154171e-01,9.970532710619728345e-02
1.780994374115326166e+09,2.628323001644252560e-02,-7.942550737348728074e-01,9.972683061889497935e-02
1.780994374126053810e+09,2.627073286335816424e-02,-7.942214710412246470e-01,9.967962546471703655e-02
1.780994374136300325e+09,2.636090299900929398e-02,-7.942127976002799628e-01,9.967456329515311797e-02
1.780994374146592617e+09,2.646578419507819580e-02,-7.942654004662859091e-01,9.971226866268018130e-02
1.780994374156786203e+09,2.652201226670686598e-02,-7.942805984706231559e-01,9.970925333642660648e-02
1.780994374167077780e+09,2.669408423270583017e-02,-7.942757288460584597e-01,9.965931109344844385e-02
1.780994374177276134e+09,2.694183187540140356e-02,-7.943271124281456874e-01,9.966531527249261613e-02
1.780994374187504053e+09,2.707857621153652444e-02,-7.943935113749878152e-01,9.968686264147486042e-02
1.780994374198270559e+09,2.702921388540891617e-02,-7.943786004842003923e-01,9.968538574124158336e-02
1.780994374208582640e+09,2.713976558542900708e-02,-7.943253366927249814e-01,9.966208779670149287e-02
1.780994374219089508e+09,2.731915571806784598e-02,-7.944185242013386272e-01,9.970530302877844697e-02
1.780994374229439735e+09,2.760341120437032406e-02,-7.945425082723178711e-01,9.967558763006911793e-02
1.780994374240662575e+09,2.786711675391683601e-02,-7.946455605317992443e-01,9.976314538838820800e-02
1.780994374250988722e+09,2.790564590337677939e-02,-7.945393913000695640e-01,9.967108648540151661e-02
1.780994374261215210e+09,2.782021130592916142e-02,-7.944609062801137878e-01,9.961320786677352324e-02
1.780994374271528006e+09,2.775109218430546823e-02,-7.945041038269708977e-01,9.966005946937323001e-02
1.780994374282641888e+09,2.767439645552089225e-02,-7.945831482850578276e-01,9.971498870341505283e-02
1.780994374292938232e+09,2.775923536134863173e-02,-7.945021909858834830e-01,9.967008708727054245e-02
1.780994374303054094e+09,2.787311542803836903e-02,-7.944989992209898766e-01,9.969434904764862271e-02
1.780994374313283920e+09,2.786959486848319609e-02,-7.945425374830678011e-01,9.972359682490916644e-02
1.780994374323507547e+09,2.783848876840023384e-02,-7.945492548516861486e-01,9.972946845506630575e-02
1.780994374334370852e+09,2.779834948990252824e-02,-7.945314708218516042e-01,9.968826798011093393e-02
1.780994374344591379e+09,2.779322671683494630e-02,-7.944838099941993192e-01,9.963369827715079508e-02
1.780994374354939938e+09,2.797616648619106333e-02,-7.945624097826505805e-01,9.966193779730159186e-02
1.780994374365285635e+09,2.820128112615240268e-02,-7.946405217455814185e-01,9.966343509002978385e-02
1.780994374375583410e+09,2.846693332935479326e-02,-7.947283164581864234e-01,9.961273291053035495e-02
1.780994374386565208e+09,2.838064400239078203e-02,-7.948180911574056484e-01,9.971681583300495699e-02
1.780994374397809267e+09,2.841203515692693887e-02,-7.946192509997728193e-01,9.954307070629686560e-02
1.780994374411272049e+09,2.836378897865152182e-02,-7.946607500085731690e-01,9.960209185959351119e-02
1.780994374423033714e+09,2.839017413035619525e-02,-7.947285405412159998e-01,9.962728921222646639e-02
1.780994374433377981e+09,2.852474781329285627e-02,-7.947593998783238911e-01,9.965056393974064397e-02
1.780994374444715500e+09,2.884447699482328709e-02,-7.948134849277730396e-01,9.965035255708870610e-02
1.780994374454990864e+09,2.899849842242533879e-02,-7.949208544689716494e-01,9.967026170766668525e-02
1.780994374465190411e+09,2.892013830193027046e-02,-7.948924436338791200e-01,9.963538872308980165e-02
1.780994374475371838e+09,2.889519292215471380e-02,-7.947762136753419027e-01,9.958747392688477307e-02
1.780994374485551596e+09,2.884582506395173829e-02,-7.947361126961854927e-01,9.954266508956466364e-02
1.780994374495793343e+09,2.885653033252716035e-02,-7.948706727708028108e-01,9.962268963009940359e-02
1.780994374506274700e+09,2.894091704034549434e-02,-7.948503391502196314e-01,9.961715626266404167e-02
1.780994374516635656e+09,2.893476129953893167e-02,-7.947930597176960932e-01,9.958714590556899671e-02
1.780994374526859283e+09,2.890518869502159069e-02,-7.948255460876347822e-01,9.962613304563883165e-02
1.780994374537147284e+09,2.887993711914676326e-02,-7.948464388871525621e-01,9.959683245640099658e-02
1.780994374547335148e+09,2.886252996461329337e-02,-7.948608202682435619e-01,9.958805144987242786e-02
1.780994374557550192e+09,2.899383891848972272e-02,-7.948409663152748994e-01,9.956209793715942169e-02
1.780994374568271160e+09,2.935190544091697759e-02,-7.949347291502453228e-01,9.953127451373289247e-02
1.780994374578459024e+09,2.945310002387413126e-02,-7.950947772147926029e-01,9.962362134445390538e-02
1.780994374588642120e+09,2.956419732206047243e-02,-7.949744874660645833e-01,9.952041148267726234e-02
1.780994374598869085e+09,2.948035206397364022e-02,-7.948946711096337436e-01,9.945717217861083093e-02
1.780994374609049082e+09,2.941663949050487767e-02,-7.949384889396049481e-01,9.949157535164754318e-02
1.780994374619250059e+09,2.935094497473590691e-02,-7.950265826796586444e-01,9.951840970433017963e-02
1.780994374629427910e+09,2.943802565507391486e-02,-7.950353348542896770e-01,9.951816963606108235e-02
1.780994374640087366e+09,2.961835666007504864e-02,-7.950517104867556029e-01,9.951173888486369856e-02
1.780994374650353193e+09,2.984637205152396514e-02,-7.951847768316274712e-01,9.953350443440539541e-02
1.780994374660568476e+09,2.978395645798963959e-02,-7.952545557891064210e-01,9.962696162922990428e-02
1.780994374670751333e+09,2.980565204350796998e-02,-7.951385001472991432e-01,9.952915613450979970e-02
1.780994374680940628e+09,2.972467252445559760e-02,-7.950870583868798747e-01,9.951339728032293497e-02
1.780994374691180468e+09,2.970311506139887078e-02,-7.951961574842690839e-01,9.955425072008011744e-02
1.780994374701332569e+09,2.975585184884853990e-02,-7.952095379921176876e-01,9.955587356430761758e-02
1.780994374713608503e+09,2.971547006095471427e-02,-7.951333969329275053e-01,9.951218100187381177e-02
1.780994374724667311e+09,2.969413775955609749e-02,-7.951292509565067723e-01,9.948696221611758039e-02
1.780994374734830618e+09,2.969024944978434360e-02,-7.951661877277256263e-01,9.951533899511944004e-02
1.780994374745004892e+09,2.974083133581248428e-02,-7.951946607805262524e-01,9.950309304130322552e-02
1.780994374755326986e+09,2.980306016079937656e-02,-7.952066865939737550e-01,9.948955460955044572e-02
1.780994374765629292e+09,3.004039407243722787e-02,-7.953417945981386961e-01,9.951067556677345438e-02
1.780994374775859594e+09,3.015624010551009107e-02,-7.955685592408493489e-01,9.964463937770207114e-02
1.780994374786039829e+09,3.027809145993497209e-02,-7.953811365610109485e-01,9.943359104997545606e-02
1.780994374796635389e+09,3.014681201918447892e-02,-7.952886934174555611e-01,9.941689330074487962e-02
1.780994374806962490e+09,3.009921779114919232e-02,-7.953666123560052537e-01,9.946181599616366054e-02
1.780994374817239761e+09,3.001227342066793008e-02,-7.953986158606977108e-01,9.943551667366812286e-02
1.780994374827491522e+09,3.000184203268967120e-02,-7.954168987635280574e-01,9.946696859027448490e-02
1.780994374838315964e+09,3.009878159502270278e-02,-7.953661486170131578e-01,9.945935522042376187e-02
1.780994374848599911e+09,3.021713797338843391e-02,-7.954776148770419386e-01,9.946931824928545440e-02
1.780994374858832359e+09,3.043283815202712031e-02,-7.956282607231651705e-01,9.952904672771389905e-02
1.780994374869040012e+09,3.051238870715918330e-02,-7.957545167049754342e-01,9.952189378176917733e-02
1.780994374879295588e+09,3.053355652985731070e-02,-7.956802772644333555e-01,9.946937085060419959e-02
1.780994374889485121e+09,3.047931717290383244e-02,-7.955883822495618540e-01,9.940892312487475957e-02
1.780994374899830341e+09,3.047127106716337325e-02,-7.956309983560179155e-01,9.938717526983414929e-02
1.780994374909997225e+09,3.043265974542307822e-02,-7.956911282674418162e-01,9.939137952546422961e-02
1.780994374920221806e+09,3.044868475849235243e-02,-7.956707154212563360e-01,9.940839645120791435e-02
1.780994374930510283e+09,3.041405480087334273e-02,-7.955745537979906912e-01,9.936857171493451713e-02
1.780994374940711498e+09,3.043231502336236557e-02,-7.956325274537439096e-01,9.938229355467620429e-02
1.780994374950912714e+09,3.052564395702874953e-02,-7.957333865553228858e-01,9.946038867306072895e-02
1.780994374961227894e+09,3.066790788095421008e-02,-7.958290167058710285e-01,9.945492451743964679e-02
1.780994374971585274e+09,3.085533626124193143e-02,-7.959150826218311936e-01,9.942836503914215251e-02
1.780994374982070208e+09,3.088057009552281143e-02,-7.959199206057515630e-01,9.941322169608823867e-02
1.780994374992302656e+09,3.086660100881110855e-02,-7.958282893367623068e-01,9.932743772200786081e-02
1.780994375002590656e+09,3.079913155932088517e-02,-7.958178139234802773e-01,9.929532007408925498e-02
1.780994375012934923e+09,3.077753366805770566e-02,-7.958801421487460281e-01,9.931123512518036378e-02
1.780994375023241997e+09,3.074288105496350912e-02,-7.958430899300429351e-01,9.927674992713164670e-02
1.780994375033479691e+09,3.073080320263287674e-02,-7.958027686614238538e-01,9.928549118179946786e-02
1.780994375044341803e+09,3.081512288750009806e-02,-7.958777107509753534e-01,9.931711203308396518e-02
1.780994375054590225e+09,3.091741711319497682e-02,-7.959947208842128585e-01,9.940053688843786261e-02
1.780994375064832449e+09,3.109129440442454095e-02,-7.961155844638919676e-01,9.942402714591314083e-02
1.780994375075073481e+09,3.124747571378356722e-02,-7.962785034738349976e-01,9.943505639814448349e-02
1.780994375085319996e+09,3.120770741856952052e-02,-7.963538371425852302e-01,9.946679783920930884e-02
1.780994375095662832e+09,3.123449606243595272e-02,-7.961920702609499578e-01,9.932398027910216420e-02
1.780994375106212616e+09,3.119371463422341076e-02,-7.961771742414903708e-01,9.929880449296335510e-02
1.780994375116437674e+09,3.114280231349620537e-02,-7.962401369713206778e-01,9.929380487553862711e-02
1.780994375126667976e+09,3.118206296257362148e-02,-7.962806416711254442e-01,9.929706800576659775e-02
1.780994375136900902e+09,3.120028629928370614e-02,-7.962726146041213537e-01,9.928875716135737717e-02
1.780994375147193193e+09,3.125952818521113286e-02,-7.963450463507441013e-01,9.930749636201474662e-02
1.780994375157416344e+09,3.142046737710674914e-02,-7.965314956441846839e-01,9.940311618132807725e-02
1.780994375168087006e+09,3.145248802766485718e-02,-7.967381298527774769e-01,9.957220138737055137e-02
1.780994375178309917e+09,3.154116011770172895e-02,-7.965878658215596042e-01,9.943539557987562949e-02
1.780994375188543320e+09,3.147818884986119947e-02,-7.965290833585747521e-01,9.939288282778102612e-02
1.780994375198874712e+09,3.151794480577926882e-02,-7.965575370995052751e-01,9.937047616594946176e-02
1.780994375209202290e+09,3.148964924361582346e-02,-7.966243600780410494e-01,9.937327715411620188e-02
1.780994375219399691e+09,3.146187793335555871e-02,-7.965460278798222049e-01,9.930675860413562539e-02
1.780994375229892492e+09,3.142229975953602511e-02,-7.964420759413001205e-01,9.928060599415822196e-02
1.780994375240138292e+09,3.144054330269029085e-02,-7.965204635868987637e-01,9.932330382929738244e-02
1.780994375250314236e+09,3.147102384517407730e-02,-7.966162969328699495e-01,9.937337066453344470e-02
1.780994375260524035e+09,3.152654152472354754e-02,-7.966992425282852786e-01,9.942092557484694115e-02
1.780994375270696402e+09,3.162338619349536195e-02,-7.967758132592436260e-01,9.942935472609648606e-02
1.780994375280910730e+09,3.179404770232368421e-02,-7.969633312315952400e-01,9.941978246166832678e-02
1.780994375291125774e+09,3.176623051319728275e-02,-7.970864878622653249e-01,9.946484048356613039e-02
